,title,rated,genre,runtime,open_date,close_date,studio,director,writer,actors,plot,language,boxoffice,opening,gross,dvd,open_theaters,max_theaters,awards,imdb_id,imdb_rating,imdb_votes,imdb_metascore,rotten_tomato_meter
133,Stronger,R,"Biography, Drama",119.0,2017-09-22,2017-11-30,Roadside Attractions,David Gordon Green,"John Pollono (screenplay by), Jeff Bauman (based on the book ""Stronger"" by), Bret Witter (based on the book ""Stronger"" by)","Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson, Richard Lane Jr.","Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.",English,4192426.0,1611040.0,4211129.0,2017-12-19,573.0,645.0,2 wins & 8 nominations.,tt3881784,6.9,35522.0,76.0,0.9
134,Table 19,PG-13,"Comedy, Drama, Romance",87.0,2017-03-03,2017-04-06,Fox Searchlight Pictures,Jeffrey Blitz,"Mark Duplass (story by), Jay Duplass (story by), Jeffrey Blitz (story by), Jeffrey Blitz (screenplay by)","Anna Kendrick, Rya Meyers, Charles Green, Lisa Kudrow","Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19.",English,3606977.0,1597928.0,3600071.0,2017-06-13,868.0,868.0,1 nomination.,tt1412528,5.8,23730.0,40.0,0.26
135,Til Death Do Us Part,PG-13,Thriller,101.0,2017-09-29,2017-11-12,-,Chris Stokes,Marques Houston (screenplay),"Taye Diggs, Annie Ilonzeh, Stephen Bishop, Malik Yoba","Michael and Madison Roland had planned to spend the rest of their lives together, until one day Michael's controlling ways turned their perfect marriage. With the help of her best friend, ...",English,2640645.0,1527289.0,3455267.0,2018-12-04,562.0,562.0,N/A,tt6848602,4.5,1032.0,0.0,0.67
136,All Saints,PG,Drama,108.0,2017-08-25,2017-10-26,Affirm Films,Steve Gomer,Steve Armour,"John Corbett, Cara Buono, Myles Moore, Barry Corbin","When a group of Burmese refugees join the congregation, the pastor of a failing Anglican church attempts to aid them by planting crops and enlisting the help of the community.",English,5750509.0,1514278.0,5802208.0,2017-12-12,846.0,846.0,N/A,tt4663548,6.0,1307.0,63.0,0.95
137,Collide,PG-13,"Action, Crime, Thriller",99.0,2017-02-24,2017-03-09,Open Road Films (II),Eran Creevy,"F. Scott Frazier (screenplay by), Eran Creevy (screenplay by), F. Scott Frazier (story by)","Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley","An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.","English, German",2196654.0,1512824.0,2280004.0,2017-05-30,2045.0,2045.0,1 win & 1 nomination.,tt2126235,5.7,13686.0,33.0,0.21
138,The Book of Henry,PG-13,"Crime, Drama, Thriller",105.0,2017-06-16,2017-08-17,Focus Features,Colin Trevorrow,Gregg Hurwitz,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman","With instructions from her genius son's carefully crafted notebook, a single mother sets out to rescue a young girl from the hands of her abusive stepfather.",English,4219536.0,1424540.0,4288104.0,2017-10-03,579.0,650.0,1 win & 2 nominations.,tt4572792,6.6,20868.0,31.0,0.22
139,The Man Who Invented Christmas,PG,"Biography, Comedy, Drama",104.0,2017-11-22,2017-01-25,Bleecker Street Media,Bharat Nalluri,"Susan Coyne, Les Standiford (based on ""The Man Who Invented Christmas"" by), Charles Dickens (inspired by ""A Christmas Carol"")","Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes","The journey that led to Charles Dickens' creation of ""A Christmas Carol,"" a timeless tale that would redefine Christmas.","English, Italian",5652908.0,1357129.0,5676486.0,2018-03-06,626.0,720.0,1 win.,tt6225520,7.0,9786.0,60.0,0.79
140,Disney's Newsies the Broadway Musical,PG,Musical,149.0,2017-02-18,2017-02-23,Fathom Events,"Jeff Calhoun, Brett Sullivan","Harvey Fierstein (book), Bob Tzudiker (based on the film written by), Noni White (based on the film written by)","Jeremy Jordan, Kara Lindsay, Ben Fankhauser, Andrew Keenan-Bolger","Filmed live on stage at the Pantages Theatre in Hollywood, CA, this is a not-to-be-missed high energy show starring Original Broadway cast members.",English,0.0,1333538.0,2545060.0,2017-12-31,780.0,780.0,N/A,tt6346162,8.6,1493.0,0.0,0.67
141,Jab Harry Met Sejal,N/A,"Comedy, Drama, Romance",143.0,2017-08-04,2017-08-10,-,Imtiaz Ali,Imtiaz Ali,"Shah Rukh Khan, Anushka Sharma, Björn Freiberg, Martavious Gayles",A depressed middle-aged tour guide who lives in his own bubble gets another chance to experience and face reality through a chirpy girl.,Hindi,1284740.0,1284740.0,1664648.0,2017-12-31,280.0,280.0,2 nominations.,tt5997666,5.3,17210.0,0.0,0.1
142,The Disaster Artist,R,"Biography, Comedy, Drama",104.0,2017-12-01,2017-03-08,A24,James Franco,"Scott Neustadter (screenplay by), Michael H. Weber (screenplay by), Greg Sestero (based on the book ""The Disaster Artist: My Life Inside The Room,  the Greatest Bad Movie Ever Made"" by), Tom Bissell (based on the book ""The Disaster Artist: My Life Inside The Room,  the Greatest Bad Movie Ever Made"" by)","Dave Franco, James Franco, Seth Rogen, Ari Graynor","When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",English,0.0,1211345.0,21120616.0,2018-03-13,19.0,1010.0,Nominated for 1 Oscar. Another 25 wins & 71 nominations.,tt3521126,7.4,117196.0,76.0,0.91
143,The Resurrection of Gavin Stone,PG,"Comedy, Drama, Family, Romance",91.0,2017-01-20,2017-02-09,BH Tilt,Dallas Jenkins,Andrea Gyertson Nasfell,"Brett Dalton, Anjelah Johnson-Reyes, Neil Flynn, D.B. Sweeney","A washed-up former child star, forced to do community service at a local megachurch, pretends to be a Christian to land the part of Jesus in their annual Passion Play, only to discover that the most important role of his life is far from Hollywood.",English,0.0,1206771.0,2303792.0,2017-12-31,890.0,890.0,1 win.,tt4902904,6.2,1564.0,36.0,0.5
144,Do It Like An Hombre,R,Comedy,109.0,2017-09-01,2017-10-05,-,Nicolás López,"Nicolás López (story by), Nicolás López (screenplay), Guillermo Amoedo (screenplay)","Mauricio Ochmann, Alfonso Dosal, Humberto Busto, Aislinn Derbez","Raúl, Eduardo and Santiago have led a happy and ""straight"" life since their childhood, until, one day, Santiago confesses to them that he is gay.",Spanish,0.0,1174484.0,2534252.0,2017-12-31,382.0,382.0,1 win & 1 nomination.,tt6046212,5.6,1028.0,0.0,0.67
145,Tulip Fever,R,"Drama, History, Romance",105.0,2017-09-01,2017-11-16,The Weinstein Company,Justin Chadwick,"Deborah Moggach (screenplay by), Tom Stoppard (screenplay by), Deborah Moggach (based upon the novel by)","Alicia Vikander, Dane DeHaan, Jack O'Connell, Holliday Grainger",An artist falls for a young married woman while he's commissioned to paint her portrait during the Tulip mania of 17th century Amsterdam.,English,2399374.0,1158017.0,2455635.0,2017-11-28,765.0,772.0,1 nomination.,tt0491203,6.2,16104.0,38.0,0.1
146,Inhumans,,,0.0,2017-09-01,2017-09-07,IMAX,,,,,,,1135440.0,1358225.0,,393.0,393.0,,,,,,0.67
147,LBJ,R,"Biography, Drama, History",98.0,2017-11-03,2017-12-21,Electric Entertainment,Rob Reiner,Joey Hartstone (screenplay),"Woody Harrelson, Michael Stahl-David, Richard Jenkins, Jennifer Jason Leigh","Lyndon B. Johnson aligns himself with John F. Kennedy, rises to the Presidency, and deals with the civil rights struggles of the 1960s.",English,2359952.0,1110565.0,2470979.0,2018-02-06,659.0,659.0,1 nomination.,tt4778988,6.5,4786.0,54.0,0.57
148,A Question of Faith,PG,Drama,104.0,2017-09-29,2017-12-14,Pure Flix Entertainment,Kevan Otto,Ty Manns,"Richard T. Jones, Kim Fields, C. Thomas Howell, T.C. Stallings","When tragedy strikes three families, their destiny forces them on a converging path to discover God's love, grace and mercy as the challenges of their fate could also resurrect their beliefs.",English,2507723.0,1025489.0,2587072.0,2018-01-02,661.0,661.0,N/A,tt6054650,5.6,861.0,0.0,0.4
149,Golmaal Again,Not Rated,"Action, Comedy, Fantasy, Horror",140.0,2017-10-20,2017-10-22,-,Rohit Shetty,"Rohit Shetty (story), Yunus Sajawal (screenplay), Farhad Samji (dialogue), Sajid (dialogue)","Ajay Devgn, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade",The gang encounters with some spiritual bodies and finds out the truth about the Jamnadas Orphanage where they were brought up.,Hindi,0.0,1013893.0,1013893.0,2017-12-31,265.0,265.0,2 wins & 2 nominations.,tt1806913,5.0,7266.0,0.0,0.57
150,Free Fire,R,"Action, Comedy, Crime, Thriller",91.0,2017-04-21,2017-05-18,A24,Ben Wheatley,"Amy Jump (screenplay by), Ben Wheatley (screenplay by)","Enzo Cilenti, Sam Riley, Michael Smiley, Brie Larson","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",English,1798483.0,994431.0,1799312.0,2017-07-18,1070.0,1070.0,1 win & 6 nominations.,tt4158096,6.4,37114.0,63.0,0.69
151,The Patriarch,N/A,Drama,103.0,2017-01-27,2017-03-09,-,Lee Tamahori,"John Collee (screenplay), Witi Ihimaera (novel)","Temuera Morrison, Akuhata Keefe, Nancy Brunning, Jim Moriarty","From the author of ""The Whale Rider"", a tale of family rivalry and reconciliation, set against the stunning backdrop of rural New Zealand in the 1960s.","English, Maori",0.0,978894.0,2156047.0,2017-12-31,312.0,312.0,1 win & 8 nominations.,tt4424228,7.2,671.0,0.0,0.67
152,My Cousin Rachel,PG-13,"Drama, Mystery, Romance",106.0,2017-06-09,2017-08-03,Fox Searchlight Pictures,Roger Michell,"Roger Michell (written for the screen by), Daphne Du Maurier (based on the novel by)","Rachel Weisz, Sam Claflin, Holliday Grainger, Iain Glen","A young Englishman plots revenge against his late cousin's mysterious, beautiful wife, believing her responsible for his death. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.","English, Italian",2711003.0,969941.0,2716368.0,2017-08-29,523.0,531.0,1 win & 4 nominations.,tt4411596,6.0,16024.0,63.0,0.76
153,Tubelight,Not Rated,"Drama, War",136.0,2017-06-23,2017-06-25,-,Kabir Khan,"Kabir Khan (screenplay), Parveez Sheikh (screenplay), Manu Rishi Chadha (dialogue)","Salman Khan, Sohail Khan, Om Puri, Mohammed Zeeshan Ayyub","A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world.",Hindi,930058.0,930058.0,930058.0,2017-12-31,338.0,338.0,1 win & 2 nominations.,tt5882970,4.0,12884.0,0.0,0.21
154,Everybody Loves Somebody,PG-13,"Comedy, Romance",102.0,2017-02-17,2017-03-23,-,Catalina Aguilar Mastretta,Catalina Aguilar Mastretta,"Karla Souza, José María Yazpik, Ben O'Toole, Alejandro Camacho",A successful and single career woman asks her co-worker to pose as her boyfriend at a family wedding back home in Mexico. Her situation gets complicated when her ex shows up at the ceremony.,"English, Spanish",1906294.0,924201.0,1915789.0,2017-06-20,333.0,333.0,2 nominations.,tt5537228,6.5,3568.0,74.0,0.93
155,Spirited Away2017 Re-release,,,0.0,2017-10-27,2017-12-31,Fathom Events,,,,,,,903896.0,1119679.0,,632.0,632.0,,,,,,0.67
156,The Wall,R,"Action, Drama, Thriller, War",88.0,2017-05-12,2017-06-22,Roadside Attractions,Doug Liman,Dwain Worrell,"Aaron Taylor-Johnson, John Cena, Laith Nakli","Two American Soldiers are trapped by a lethal sniper, with only an unsteady wall between them.",English,1803009.0,897955.0,1803064.0,2017-08-15,540.0,540.0,1 nomination.,tt4218696,6.2,21012.0,57.0,0.65
157,Badrinath Ki Dulhania,Not Rated,"Comedy, Drama, Romance",139.0,2017-03-10,2017-04-13,FIP,Shashank Khaitan,Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Sahil Vaid, Swanand Kirkire","Badrinath Bansal from Jhansi and Vaidehi Trivedi from Kota belong to small towns but have diametrically opposite opinions on everything. This leads to a clash of ideologies, despite both of them recognizing the goodness in each other.",Hindi,0.0,862008.0,1934699.0,2017-12-31,152.0,156.0,5 wins & 9 nominations.,tt6277440,6.2,8709.0,0.0,0.8
158,George Takei's Allegiance,N/A,Musical,130.0,2017-02-19,2017-02-19,Fathom Events,Lorenzo Thione,"Marc Acito (book), Jay Kuo, Lorenzo Thione (book)","Aaron Albano, Belinda Allyn, Marcus Choi, Katie Rose Clarke","Allegiance illuminates one of American history's lesser known chapters as it tells the story of Sam Kimura, transported back nearly six decades to when his younger self and his sister Kei ...",English,0.0,784850.0,784850.0,2017-12-31,476.0,476.0,N/A,tt6316170,8.9,184.0,0.0,0.67
159,Jolly LLB 2,Not Rated,"Comedy, Drama",137.0,2017-02-10,2017-03-02,FIP,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla, Annu Kapoor",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,"Hindi, Kashmiri",1632440.0,774355.0,1554222.0,2017-12-31,173.0,173.0,1 win & 4 nominations.,tt5982852,7.2,19647.0,0.0,0.67
160,Professor Marston and the Wonder Women,R,"Biography, Drama",108.0,2017-10-13,2017-11-20,Annapurna Pictures,Angela Robinson,Angela Robinson,"Luke Evans, Rebecca Hall, Bella Heathcote, Connie Britton","The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.",English,1583641.0,736883.0,1584759.0,2018-01-30,1229.0,1229.0,6 nominations.,tt6133130,7.1,19408.0,68.0,0.67
161,Countdown to Canelo vs. Golovkin,TV-PG,Action,62.0,2017-09-16,2017-09-16,Fathom Events,Leigh Simons,Leigh Simons,N/A,Plot summary includes televised PPV Fight feature Canelo VS. GGG.,English,0.0,703396.0,703396.0,2017-12-31,465.0,465.0,N/A,tt7229394,0.0,0.0,0.0,0.67
162,The Oscar Nominated Short Films 2017: Live Action,R,Drama,132.0,2017-02-10,2017-03-30,Shorts International,N/A,N/A,N/A,Collective screening of the Academy Award nominated short films from the Live Action category for 2017.,"French, English, Hungarian, Spanish",0.0,692399.0,2089000.0,2017-12-31,206.0,272.0,N/A,tt6507954,7.8,120.0,0.0,0.67
163,I Am Not Your Negro,PG-13,Documentary,93.0,2017-02-03,2017-06-08,Magnolia Pictures,Raoul Peck,"James Baldwin (writings), Raoul Peck (scenario)","Samuel L. Jackson, James Baldwin, Martin Luther King, Malcolm X","Writer James Baldwin tells the story of race in modern America with his unfinished novel, Remember This House.","English, French",7120626.0,686378.0,7116636.0,2017-05-02,43.0,320.0,Nominated for 1 Oscar. Another 25 wins & 45 nominations.,tt5804038,7.8,14532.0,95.0,0.98
164,Toilet - Ek Prem Katha,Not Rated,"Comedy, Drama",155.0,2017-08-11,2017-09-07,Reliance Big Pictures,Shree Narayan Singh,"Siddharth Singh, Garima Wahal","Akshay Kumar, Bhumi Pednekar, Sudhir Pandey, Divyendu Sharma","A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",Hindi,0.0,678436.0,1830715.0,2017-12-31,178.0,178.0,2 wins & 8 nominations.,tt5785170,7.3,15412.0,0.0,0.67
165,Yu-Gi-Oh!: The Dark Side of Dimensions,PG,"Animation, Adventure, Drama, Fantasy",130.0,2017-01-27,2017-02-16,Screenvision,Satoshi Kuwabara,"Masahiro Hikokubo (script), Satoshi Kuwabara (script), Kazuki Takahashi (creator)","Shunsuke Kazama, Kenjirô Tsuda, Gregory Abbey, Luis Alfonso",Yugi and Kaiba have a special duel that transcends dimensions.,N/A,0.0,656756.0,1009582.0,2017-12-31,381.0,552.0,N/A,tt4273562,7.1,2153.0,0.0,0.67
166,The Dinner,R,"Crime, Drama, Thriller",120.0,2017-05-05,2017-06-15,The Orchard,Oren Moverman,"Herman Koch (based on the novel by), Oren Moverman (screenplay by)","Michael Chernus, Taylor Rae Almonte, Steve Coogan, Charlie Plummer",Two sets of wealthy parents meet for dinner to decide what to do about a crime their sons have committed.,English,0.0,653944.0,1323312.0,2017-08-08,505.0,505.0,1 nomination.,tt3203620,4.5,6737.0,57.0,0.46
167,Twins 2,N/A,Adult,0.0,2017-09-29,2017-10-19,FIP,Jim Malibu,N/A,"Chocolate, Mocha",N/A,English,0.0,638045.0,1431255.0,2017-12-31,192.0,192.0,N/A,tt0303165,0.0,0.0,0.0,0.67
168,3 idiotas,,,0.0,2017-06-02,2017-06-29,-,,,,,,,609249.0,1249233.0,,349.0,349.0,,,,,,0.67
169,The Stray,PG,"Drama, Family",92.0,2017-10-06,2017-12-14,Purdie Distribution,Mitch Davis,"Parker Davis, Mitch Davis","Michael Cassidy, Sarah Lancaster, Connor Corum, Pluto","A young father takes his nine-year-old son, the family dog, and two of his son's friends backpacking in the mountains of Colorado only for all five of them to be struck by lightning..",English,1564482.0,596547.0,1579440.0,2018-02-06,640.0,640.0,N/A,tt5342904,5.4,871.0,0.0,0.4
170,Casablanca2017 Re-release,,,0.0,2017-11-12,2017-11-15,Fathom Events,,,,,,,596068.0,1024560.0,,725.0,725.0,,,,,,0.67
171,Terminator 2: Judgment Day2017 Re-release,,,0.0,2017-08-25,2017-09-28,Distrib Films,,,,,,,552773.0,974860.0,,371.0,371.0,,,,,,0.67
172,The Post,PG-13,"Biography, Drama, History, Thriller",116.0,2017-12-22,2017-05-17,Twentieth Century Fox,Steven Spielberg,"Liz Hannah, Josh Singer","Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk",A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between the press and the government.,English,80369969.0,526011.0,81737012.0,2018-04-17,9.0,2851.0,Nominated for 2 Oscars. Another 16 wins & 97 nominations.,tt6294822,7.2,113367.0,83.0,0.67
